date,sales_total,dcoilwtico,year
2016-12-28,951533.7,54.01,2016
2016-12-29,894108.25,53.8,2016
2016-12-30,1.163643e+06,53.75,2016
2016-12-31,1.1090129e+06,53.75,2016
2017-01-01,12082.501,53.75,2017
2017-01-02,1.4023064e+06,53.75,2017
2017-01-03,1.1043771e+06,52.36,2017
2017-01-04,990093.44,53.26,2017
2017-01-05,777620.94,53.77,2017
2017-01-06,839600.25,53.98,2017
2017-01-07,1.1038062e+06,53.98,2017
2017-01-08,1.1925438e+06,53.98,2017
2017-01-09,793724.9,51.95,2017
2017-01-10,742635.56,50.82,2017
2017-01-11,770742.7,52.19,2017
2017-01-12,629635.8,53.01,2017
2017-01-13,768898.94,52.36,2017
2017-01-14,1.02105056e+06,52.36,2017
2017-01-15,1.1757251e+06,52.36,2017
2017-01-16,824488.7,52.36,2017
2017-01-17,750836.56,52.45,2017
2017-01-18,782656.0,51.12,2017
2017-01-19,606949.75,51.39,2017
2017-01-20,725703.7,52.33,2017
2017-01-21,1.0727218e+06,52.33,2017
2017-01-22,1.1482144e+06,52.33,2017
2017-01-23,798133.6,52.77,2017
2017-01-24,721275.75,52.38,2017
2017-01-25,744342.56,52.14,2017
2017-01-26,576515.56,53.24,2017
2017-01-27,722113.94,53.18,2017
2017-01-28,977850.4,53.18,2017
2017-01-29,1.075167e+06,53.18,2017
2017-01-30,698123.75,52.63,2017
2017-01-31,778222.3,52.75,2017
2017-02-01,961777.4,53.9,2017
2017-02-02,748882.75,53.55,2017
2017-02-03,834667.1,53.81,2017
2017-02-04,1.1327885e+06,53.81,2017
2017-02-05,1.1519876e+06,53.81,2017
2017-02-06,786672.4,53.01,2017
2017-02-07,739431.2,52.19,2017
2017-02-08,783605.4,52.37,2017
2017-02-09,624387.5,52.99,2017
2017-02-10,752207.25,53.84,2017
2017-02-11,944924.6,53.84,2017
2017-02-12,1.0748209e+06,53.84,2017
2017-02-13,794314.44,52.96,2017
2017-02-14,642613.2,53.21,2017
2017-02-15,745780.4,53.11,2017
2017-02-16,645968.25,53.41,2017
2017-02-17,758855.7,53.41,2017
2017-02-18,1.0633949e+06,53.41,2017
2017-02-19,858897.1,53.41,2017
2017-02-20,759120.06,53.41,2017
2017-02-21,717807.7,54.02,2017
2017-02-22,739388.06,53.61,2017
2017-02-23,675578.5,54.48,2017
2017-02-24,816197.5,53.99,2017
2017-02-25,1.02601125e+06,53.99,2017
2017-02-26,775709.0,53.99,2017
2017-02-27,744956.94,54.04,2017
2017-02-28,949366.8,54.0,2017
2017-03-01,1.0085217e+06,53.82,2017
2017-03-02,836225.2,52.63,2017
2017-03-03,882639.75,53.33,2017
2017-03-04,1.1257364e+06,53.33,2017
2017-03-05,1.1969838e+06,53.33,2017
2017-03-06,790143.25,53.19,2017
2017-03-07,761866.75,52.68,2017
2017-03-08,781046.7,49.83,2017
2017-03-09,653901.2,48.75,2017
2017-03-10,773855.3,48.05,2017
2017-03-11,1.00117444e+06,48.05,2017
2017-03-12,1.1460069e+06,48.05,2017
2017-03-13,754390.4,47.95,2017
2017-03-14,700998.06,47.24,2017
2017-03-15,815621.9,48.34,2017
2017-03-16,699108.2,48.3,2017
2017-03-17,812306.75,48.34,2017
2017-03-18,1.03890656e+06,48.34,2017
2017-03-19,1.1571406e+06,48.34,2017
2017-03-20,826428.94,47.79,2017
2017-03-21,746620.94,47.02,2017
2017-03-22,767880.8,47.29,2017
2017-03-23,670848.0,47.0,2017
2017-03-24,787914.1,47.3,2017
2017-03-25,1.0381393e+06,47.3,2017
2017-03-26,1.1015575e+06,47.3,2017
2017-03-27,784103.25,47.02,2017
2017-03-28,702943.94,48.36,2017
2017-03-29,824633.0,49.47,2017
2017-03-30,637624.3,50.3,2017
2017-03-31,878750.06,50.54,2017
2017-04-01,1.463084e+06,50.54,2017
2017-04-02,1.13865e+06,50.54,2017
2017-04-03,835191.6,50.25,2017
2017-04-04,835602.6,50.99,2017
2017-04-05,846631.3,51.14,2017
2017-04-06,683059.56,51.69,2017
2017-04-07,765502.2,52.25,2017
2017-04-08,988591.5,52.25,2017
2017-04-09,1.1017136e+06,52.25,2017
2017-04-10,739392.1,53.06,2017
2017-04-11,741331.44,53.38,2017
2017-04-12,791762.3,53.12,2017
2017-04-13,737029.56,53.19,2017
2017-04-14,740889.5,53.19,2017
2017-04-15,898610.2,53.19,2017
2017-04-16,985493.8,53.19,2017
2017-04-17,775916.9,52.62,2017
2017-04-18,717196.3,52.46,2017
2017-04-19,735733.2,50.49,2017
2017-04-20,675804.0,50.26,2017
2017-04-21,795795.9,49.64,2017
2017-04-22,974952.8,49.64,2017
2017-04-23,1.1400702e+06,49.64,2017
2017-04-24,755072.56,48.9,2017
2017-04-25,718996.06,49.22,2017
2017-04-26,781159.3,49.22,2017
2017-04-27,624910.0,48.96,2017
2017-04-28,797636.6,49.31,2017
2017-04-29,1.0682799e+06,49.31,2017
2017-04-30,1.04124925e+06,49.31,2017
2017-05-01,1.3066994e+06,48.83,2017
2017-05-02,907324.1,47.65,2017
2017-05-03,924247.25,47.79,2017
2017-05-04,716654.6,45.55,2017
2017-05-05,780798.4,46.23,2017
2017-05-06,1.0394179e+06,46.23,2017
2017-05-07,1.2273806e+06,46.23,2017
2017-05-08,776307.5,46.46,2017
2017-05-09,715811.2,45.84,2017
2017-05-10,766101.9,47.28,2017
2017-05-11,648650.44,47.81,2017
2017-05-12,764812.44,47.83,2017
2017-05-13,1.1169769e+06,47.83,2017
2017-05-14,884199.94,47.83,2017
2017-05-15,823035.56,48.86,2017
2017-05-16,807803.9,48.64,2017
2017-05-17,841407.6,49.04,2017
2017-05-18,628488.0,49.36,2017
2017-05-19,773775.44,50.32,2017
2017-05-20,1.0356674e+06,50.32,2017
2017-05-21,1.2019389e+06,50.32,2017
2017-05-22,778935.1,50.81,2017
2017-05-23,723151.75,51.12,2017
2017-05-24,746303.6,50.99,2017
2017-05-25,620108.25,48.57,2017
2017-05-26,984511.1,49.58,2017
2017-05-27,932219.9,49.58,2017
2017-05-28,1.0617716e+06,49.58,2017
2017-05-29,776813.1,49.58,2017
2017-05-30,742471.25,49.63,2017
2017-05-31,858062.1,48.29,2017
2017-06-01,766859.2,48.32,2017
2017-06-02,918421.3,47.68,2017
2017-06-03,1.1761381e+06,47.68,2017
2017-06-04,1.3765115e+06,47.68,2017
2017-06-05,912693.9,47.4,2017
2017-06-06,805546.6,48.13,2017
2017-06-07,842979.8,45.8,2017
2017-06-08,667099.8,45.68,2017
2017-06-09,795116.1,45.82,2017
2017-06-10,993732.7,45.82,2017
2017-06-11,1.213674e+06,45.82,2017
2017-06-12,768349.75,46.1,2017
2017-06-13,729412.94,46.41,2017
2017-06-14,785885.94,44.79,2017
2017-06-15,660338.4,44.47,2017
2017-06-16,834786.44,44.73,2017
2017-06-17,1.0961335e+06,44.73,2017
2017-06-18,965144.1,44.73,2017
2017-06-19,791146.4,44.24,2017
2017-06-20,787326.7,43.34,2017
2017-06-21,766159.0,42.48,2017
2017-06-22,609868.8,42.53,2017
2017-06-23,761049.75,42.86,2017
2017-06-24,963268.25,42.86,2017
2017-06-25,1.0926109e+06,42.86,2017
2017-06-26,755367.8,43.24,2017
2017-06-27,682218.44,44.25,2017
2017-06-28,731897.0,44.74,2017
2017-06-29,630811.8,44.88,2017
2017-06-30,802273.1,46.02,2017
2017-07-01,1.2075299e+06,46.02,2017
2017-07-02,1.2963792e+06,46.02,2017
2017-07-03,925143.4,46.02,2017
2017-07-04,832359.3,46.02,2017
2017-07-05,844301.6,45.11,2017
2017-07-06,700272.0,45.52,2017
2017-07-07,805792.3,44.25,2017
2017-07-08,998347.2,44.25,2017
2017-07-09,1.1008334e+06,44.25,2017
2017-07-10,804158.9,44.4,2017
2017-07-11,730534.75,45.06,2017
2017-07-12,748800.0,45.48,2017
2017-07-13,629651.4,46.06,2017
2017-07-14,765489.6,46.53,2017
2017-07-15,969077.1,46.53,2017
2017-07-16,1.1008038e+06,46.53,2017
2017-07-17,818325.5,46.02,2017
2017-07-18,730133.7,46.4,2017
2017-07-19,767978.75,47.1,2017
2017-07-20,688288.06,46.73,2017
2017-07-21,782418.3,45.78,2017
2017-07-22,932902.06,45.78,2017
2017-07-23,1.02428875e+06,45.78,2017
2017-07-24,816564.3,46.21,2017
2017-07-25,713581.6,47.77,2017
2017-07-26,740653.06,48.58,2017
2017-07-27,659849.8,49.05,2017
2017-07-28,835099.7,49.72,2017
2017-07-29,1.0323109e+06,49.72,2017
2017-07-30,1.1237525e+06,49.72,2017
2017-07-31,885856.8,50.21,2017
2017-08-01,988527.75,49.19,2017
2017-08-02,964712.0,49.6,2017
2017-08-03,728068.5,49.03,2017
2017-08-04,827775.7,49.57,2017
2017-08-05,965693.6,49.57,2017
2017-08-06,1.0495591e+06,49.57,2017
2017-08-07,797464.94,49.37,2017
2017-08-08,717766.4,49.07,2017
2017-08-09,734139.7,49.59,2017
2017-08-10,651386.94,48.54,2017
2017-08-11,826373.75,48.81,2017
2017-08-12,792630.56,48.81,2017
2017-08-13,865639.7,48.81,2017
2017-08-14,760922.44,47.59,2017
2017-08-15,762661.94,47.57,2017
